"V1","V2","V3","V4","V5","V6","V7","V8"
1,1.37638192047117,1.96261050550515,3.07768353717525,6.31375151467504,12.7062047361747,31.8205159537739,63.6567411628715
0.816496580927726,1.06066017177982,1.38620656016734,1.88561808316413,2.91998558035372,4.30265272974946,6.96455673428327,9.92484320091829
0.764892328404345,0.978472312363304,1.24977810503322,1.63774435369621,2.35336343480182,3.18244630528371,4.54070285856813,5.84090930973335
0.740697084112683,0.940964577235181,1.18956685244369,1.53320627405894,2.13184678632665,2.77644510519779,3.7469473879792,4.60409487134999
0.726686843800423,0.919543780240826,1.15576734289429,1.47588404882448,2.01504837333302,2.57058183563631,3.36492999890722,4.03214298355523
0.717558196491413,0.905703285180532,1.13415693067576,1.43975574726515,1.9431802805153,2.44691185114497,3.14266840329098,3.70742802132478
0.711141778081787,0.896029644313765,1.11915912836136,1.41492392765051,1.89457860509001,2.36462425159278,2.99795156686853,3.49948329735049
0.706386612644839,0.88888951776702,1.10814544455826,1.39681530974387,1.8595480375309,2.30600413520417,2.89645944770962,3.35538733133339
0.702722146751326,0.883403859685534,1.09971619639466,1.38302873839663,1.83311293265624,2.2621571627982,2.82143792502581,3.24983554159213
0.699812061312432,0.879057828550589,1.09305807359053,1.37218364111034,1.81246112281168,2.22813885198627,2.7637694581127,3.16927267261695
0.697445327559882,0.875529978073882,1.08766638035038,1.36343031802054,1.79588481870404,2.20098516009164,2.71807918381386,3.10580651553928
0.695482865511793,0.872609291588138,1.08321142045651,1.35621733402321,1.78228755564932,2.17881282966723,2.68099799312091,3.0545395893929
0.693829304235441,0.870151533968174,1.0794687370359,1.35017128878006,1.77093339598687,2.16036865646279,2.65030883791219,3.01227583871658
0.692417069570005,0.86805478155742,1.07628024458382,1.34503037445465,1.76131013577489,2.1447866879178,2.62449406759005,2.97684273437083
0.69119694895849,0.866244973194952,1.07353139558242,1.34060560785046,1.75305035569257,2.13144954555978,2.60248029501112,2.94671288347524
0.690132253810561,0.864667001798292,1.07113716328431,1.33675716732731,1.74588367627625,2.11990529922125,2.58348718527599,2.9207816224251
0.689195075153939,0.863279017420053,1.0690331106211,1.33337938972163,1.73960672607507,2.10981557783332,2.56693398372472,2.89823051967742
0.6883638064662,0.862048667989599,1.06716951553555,1.33039094356991,1.73406360661754,2.10092204024104,2.55237963018225,2.87844047273861
0.68762146020396,0.860950550268929,1.06550739858701,1.3277282090268,1.72913281152137,2.09302405440831,2.53948319062396,2.86093460646498
0.686954496448803,0.859964439732386,1.0640157711604,1.32534070698505,1.72471824292079,2.08596344726586,2.52797700274157,2.84533970978611
0.686351990726954,0.859074035194826,1.06266968812504,1.32318787386517,1.72074290281188,2.07961384472768,2.51764801604474,2.83135955802305
0.685805031721886,0.858266051658204,1.06144884338046,1.32123674161336,1.71714437438024,2.07387306790403,2.50832455289908,2.81875606060014
0.685306278061296,0.857529553688036,1.06033653958974,1.31946023981616,1.71387152774705,2.06865761041905,2.49986673949467,2.80733568377
0.684849627236982,0.856855458075656,1.05931892075571,1.31783593367315,1.71088207990943,2.06389856162803,2.49215947315776,2.79693950477446
0.68442996490427,0.856236157676469,1.05838439261091,1.31634507267387,1.7081407612519,2.0595385527533,2.48510717541076,2.78743581367697
0.684042972682873,0.855665233328168,1.05752317930608,1.31497186427052,1.70561791975927,2.05552943864287,2.47862982359124,2.77871453332968
0.683684979131031,0.855137230694282,1.05672698041967,1.31370291282927,1.70328844572213,2.05183051648029,2.47265991195601,2.77068295712221
0.683352842988506,0.854647485582223,1.05598870276832,1.31252678159267,1.70113093426593,2.04840714179524,2.46714009796747,2.76326245546144
0.683043860821613,0.854191985881856,1.0553022486563,1.31143364730155,1.6991270265335,2.0452296421327,2.46202136015041,2.7563859036706
0.682755693321292,0.853767261471298,1.05466234717856,1.3104150253914,1.69726088659396,2.04227245630124,2.45726154240059,2.74999565356722
0.680672717164449,0.850699795790454,1.05004577840514,1.3030770526072,1.68385101333565,2.02107539030627,2.42325677933486,2.70445926743316
0.679428200326346,0.848869244508664,1.04729492655169,1.29871369419481,1.6759050251631,2.00855911210076,2.40327191667417,2.67779327094084
0.676951043011471,0.845230424491016,1.04183590090835,1.29007476134651,1.66023432608534,1.98397151852355,2.36421736623848,2.62589052143802
